original_author_name,year,type,MAGID,ARCID
"Simon Peyton Jones",2004,1,2142246817,NULL
"Michael D. Schroeder",2004,1,NULL,NULL
"Stamatis Vassiliadis",2004,1,NULL,NULL
"Benjamin W. Wah",2004,1,NULL,NULL
"David S. Wise",2004,1,NULL,NULL
"Richard Schantz",2004,1,NULL,NULL
"Thomas E. Anderson",2005,1,2148869393,NULL
"Dines Bjørner",2005,1,NULL,NULL
"Stephen R. Bourne",2005,1,NULL,NULL
"Rodney Brooks",2005,1,NULL,NULL
"Surajit Chaudhuri",2005,1,2163909284,NULL
"Keith D. Cooper",2005,1,2155786059,NULL
"David L. Dill",2005,1,2148325455,NULL
"Christophe Diot",2005,1,NULL,NULL
"Michel Dubois",2005,1,NULL,NULL
"Michael J. Franklin",2005,1,2523407221,NULL
"Ophir Frieder",2005,1,1975479660,NULL
"Robert Harper",2005,1,2147215243,NULL
"Maurice Herlihy",2005,1,2068258939,NULL
"Phokion G. Kolaitis",2005,1,720019886,NULL
"Vipin Kumar",2005,1,2161062602,NULL
"T. V. Lakshman",2005,1,NULL,NULL
"Brad A. Myers",2005,1,2117127927,NULL
"David M. Nicol",2005,1,2170784007,NULL
"Krishna Palem",2005,1,NULL,NULL
"Thomas W. Reps",2005,1,341386833,NULL
"Lui Sha",2005,1,NULL,NULL
"Mikkel Thorup",2005,1,NULL,NULL
"Eli Upfal",2005,1,NULL,NULL
"Umesh Vazirani",2005,1,NULL,NULL
"Vijay Vazirani",2005,1,NULL,NULL
"Roy Want",2005,1,NULL,NULL
"Gerhard Weikum",2005,1,514836396,NULL
"Daniel S. Weld",2005,1,NULL,NULL
"Michael P. Wellman",2005,1,NULL,NULL
"Jennifer Widom",2005,1,671527850,NULL
"Walter Willinger",2005,1,NULL,NULL
"David A. Wood",2005,1,NULL,NULL
"Hui Zhang",2005,1,NULL,NULL
"Uri C. Weiser",2005,1,NULL,NULL
"Eric Allender",2006,1,NULL,NULL
Arvind,2006,1,NULL,NULL
"Mikhail J. Atallah",2006,1,1984264859,NULL
"Ming-Syan Chen",2006,1,2111630871,NULL
"Susan T. Dumais",2006,1,676500258,NULL
"Usama Fayyad",2006,1,NULL,NULL
"Matthias Felleisen",2006,1,113813022,NULL
"Kenneth D. Forbus",2006,1,NULL,NULL
"Phillip B. Gibbons",2006,1,2144092273,NULL
"C. Lee Giles",2006,1,2124749556,NULL
"Albert G. Greenberg",2006,1,NULL,NULL
"William D. Gropp",2006,1,293862447,NULL
"Roch Guerin",2006,1,NULL,NULL
"John V. Guttag",2006,1,120651226,NULL
"Laura M. Haas",2006,1,NULL,NULL
"Alon Yitzchak Halevy",2006,1,2154833104,NULL
"Anthony C. Hearn",2006,1,NULL,NULL
"Thomas A. Henzinger",2006,1,2707196735,NULL
"Norman P. Jouppi",2006,1,NULL,NULL
"John E. Laird",2006,1,NULL,NULL
"James R. Larus",2006,1,635023701,NULL
"Charles E. Leiserson",2006,1,NULL,NULL
"Ming Li",2006,1,2439529108,NULL
"Nick McKeown",2006,1,NULL,NULL
"J Strother Moore",2006,1,2112233366,NULL
"Alan F. Newell",2006,1,NULL,NULL
"Peter Norvig",2006,1,NULL,NULL
"Dianne P. O'Leary",2006,1,NULL,NULL
"Dan R. Olsen Jr.",2006,1,NULL,NULL
"Kunle Olukotun",2006,1,NULL,NULL
"M. Tamer Özsu",2006,1,NULL,NULL
"Vern Paxson",2006,1,716133098,NULL
"Michael L. Scott",2006,1,NULL,NULL
"Heung Yeung Shum",2006,1,2147729234,NULL
"Alfred Z. Spector",2006,1,NULL,NULL
"Victor D. Vianu",2006,1,152493642,NULL
"Marianne Winslett",2006,1,2078136799,NULL
"Alexander L. Wolf",2006,1,NULL,NULL
"Bryant W. York",2006,1,NULL,NULL
"Stanley B. Zdonik",2006,1,431165649,NULL
"Lixia Zhang",2006,1,2170506047,NULL
"Anant Agarwal",2007,1,NULL,NULL
"Rajeev Alur",2007,1,689646243,NULL
"Utpal Banerjee",2007,1,NULL,NULL
"Catriel Beeri",2007,1,NULL,NULL
"Avrim Blum",2007,1,NULL,NULL
"Eric A. Brewer",2007,1,NULL,NULL
"Andrei Z. Broder",2007,1,NULL,NULL
"Michael F. Cohen",2007,1,2156496335,NULL
"Larry L. Constantine",2007,1,NULL,NULL
"Danny Dolev",2007,1,1983290808,NULL
"Rodney Graham Downey",2007,1,NULL,NULL
"Edward A. Feigenbaum",2007,1,NULL,NULL
"Edward W. Felten",2007,1,234653941,NULL
"Lance Fortnow",2007,1,NULL,NULL
"Guang R. Gao",2007,1,1909978535,NULL
"Georg Gottlob",2007,1,1873538321,NULL
"Richard Hull",2007,1,2157269769,NULL
"Daniel P. Huttenlocher",2007,1,NULL,NULL
"John C. Klensin",2007,1,NULL,NULL
"Monica S. Lam",2007,1,2136170053,NULL
"Marc Levoy",2007,1,2073891704,NULL
"Bhubaneswar Mishra",2007,1,NULL,NULL
"J. Eliot B. Moss",2007,1,2159697352,NULL
"Rajeev Motwani",2007,1,2034912444,NULL
"Martin Odersky",2007,1,248131350,NULL
"Gary M. Olson",2007,1,NULL,NULL
"David Padua",2007,1,2123005755,NULL
"Randy Pausch",2007,1,NULL,NULL
"Amir Pnueli",2007,1,2171343426,NULL
"Aristides Requicha",2007,1,NULL,NULL
"Eric S. Roberts",2007,1,NULL,NULL
"Michael S. Scarborough",2007,1,NULL,NULL
"Demetri Terzopoulos",2007,1,668754370,NULL
"Donald E. Thomas",2007,1,NULL,NULL
"Philip Wadler",2007,1,2060729710,NULL
"Mitchell Wand",2007,1,2303035752,NULL
"Zhang Hongjiang",2007,1,NULL,NULL
"Viktor K. Prasanna",2007,1,2088826626,NULL
"Martín Abadi",2008,1,NULL,NULL
"Gregory D. Abowd",2008,1,NULL,NULL
"Alexander S. Aiken",2008,1,NULL,NULL
"Sanjeev Arora",2008,1,NULL,NULL
"Hari Balakrishnan",2008,1,NULL,NULL
"William A. S. Buxton",2008,1,2326945342,NULL
"Kenneth L. Clarkson",2008,1,NULL,NULL
"Jason Cong",2008,1,NULL,NULL
"Perry Cook",2008,1,NULL,NULL
"Stephen A. Cook",2008,1,NULL,NULL
"Jack W. Davidson",2008,1,2138526175,NULL
"Umeshwar Dayal",2008,1,689294964,NULL
"Xiaotie Deng",2008,1,NULL,NULL
"J. J. Garcia-Luna-Aceves",2008,1,NULL,NULL
"Michel X. Goemans",2008,1,NULL,NULL
"Patrick Hanrahan",2008,1,NULL,NULL
"Charles H. House",2008,1,NULL,NULL
"Watts S. Humphrey",2008,1,2079950874,NULL
"Alan C. Kay",2008,1,NULL,NULL
"Joseph A. Konstan",2008,1,NULL,NULL
"Roy Levin",2008,1,NULL,NULL
"P. Geoffrey Lowney",2008,1,NULL,NULL
"Jitendra Malik",2008,1,NULL,NULL
"Kathryn S. McKinley",2008,1,2115847858,NULL
"Bertrand Meyer",2008,1,2161925446,NULL
"John C. Mitchell",2008,1,2125383417,NULL
"Joel Moses",2008,1,NULL,NULL
"J. Ian Munro",2008,1,NULL,NULL
"Judith S. Olson",2008,1,NULL,NULL
"Lawrence C. Paulson",2008,1,2016735973,NULL
"Hamid Pirahesh",2008,1,2213038480,NULL
"Brian Randell",2008,1,2029293694,NULL
"Michael K. Reiter",2008,1,2260712038,NULL
"Jennifer Rexford",2008,1,1998722161,NULL
"Jonathan S. Rose",2008,1,NULL,NULL
"Mendel Rosenblum",2008,1,NULL,NULL
"Rob A. Rutenbar",2008,1,NULL,NULL
"Tuomas W. Sandholm",2008,1,NULL,NULL
"Vivek Sarkar",2008,1,2164197688,NULL
"Mark S. Squillante",2008,1,NULL,NULL
"Per Stenström",2008,1,NULL,NULL
"Madhu Sudan",2008,1,466258520,NULL
"Richard Szeliski",2008,1,1989985383,NULL
"Douglas B. Terry",2008,1,NULL,NULL
"Hagit Attiya",2009,1,685665164,NULL
"David F. Bacon",2009,1,2069733440,NULL
"Ricardo A. Baeza-Yates",2009,1,528588921,NULL
"Chandrajit L. Bajaj",2009,1,2006893438,NULL
"Vijay P. Bhatkar",2009,1,NULL,NULL
"José A. Blakeley",2009,1,NULL,NULL
"Gaetano Borriello",2009,1,141796421,NULL
"Alok Choudhary",2009,1,2147783234,NULL
"Nell B. Dale",2009,1,NULL,NULL
"Bruce S. Davie",2009,1,NULL,NULL
"Jeffrey Dean",2009,1,NULL,NULL
"Thomas Dean",2009,1,NULL,NULL
"Bruce Randall Donald",2009,1,NULL,NULL
"Thomas D. Erickson",2009,1,2183602536,NULL
"Gerhard Fischer",2009,1,2176357113,NULL
"Ian Foster",2009,1,2017222965,NULL
"Andrew V. Goldberg",2009,1,NULL,NULL
"Michael T. Goodrich",2009,1,2135853928,NULL
"Venu Govindaraju",2009,1,2102146905,NULL
"Rajiv Gupta",2009,1,2104865906,NULL
"Joseph M. Hellerstein",2009,1,2063640528,NULL
"Laurie J. Hendren",2009,1,2057929015,NULL
"Urs Hölzle",2009,1,NULL,NULL
"Farnam Jahanian",2009,1,NULL,NULL
"Erich Kaltofen",2009,1,NULL,NULL
"David R. Karger",2009,1,NULL,NULL
"Arie E. Kaufman",2009,1,2132849971,NULL
"Hans-Peter Kriegel",2009,1,2135052836,NULL
"Maurizio Lenzerini",2009,1,1976298713,NULL
"John C.S. Lui",2009,1,NULL,NULL
"Dinesh Manocha",2009,1,2146473740,NULL
"Margaret Martonosi",2009,1,NULL,NULL
"Yossi Matias",2009,1,NULL,NULL
"Renée J. Miller",2009,1,NULL,NULL
"John T. Riedl",2009,1,NULL,NULL
"Martin C. Rinard",2009,1,343541395,NULL
"Patricia G. Selinger",2009,1,NULL,NULL
"R. K. Shyamasundar",2009,1,NULL,NULL
"Shang-Hua Teng",2009,1,NULL,NULL
"Chandramohan A. Thekkath",2009,1,NULL,NULL
"Robbert van Renesse",2009,1,NULL,NULL
"Baba C. Vemuri",2009,1,NULL,NULL
"Paulo Veríssimo",2009,1,NULL,NULL
"Martin Vetterli",2009,1,2545000257,NULL
"Kyu-Young Whang",2009,1,1933211966,NULL
"Yorick Alexander Wilks",2009,1,NULL,NULL
"Terry Winograd",2009,1,2091637845,NULL
"David Abramson",2010,1,NULL,NULL
"Sarita Adve",2010,1,NULL,NULL
"Lorenzo Alvisi",2010,1,NULL,NULL
"Luiz André Barroso",2010,1,NULL,NULL
"Doug Burger",2010,1,NULL,NULL
"Jennifer Chayes",2010,1,NULL,NULL
"Peter M. Chen",2010,1,NULL,NULL
"Anne Condon",2010,1,NULL,NULL
"Mark Crovella",2010,1,NULL,NULL
"Ron K. Cytron",2010,1,NULL,NULL
"Michael Dahlin",2010,1,NULL,NULL
"Amr El Abbadi",2010,1,2055247794,NULL
"Carla S. Ellis",2010,1,NULL,NULL
"Christos Faloutsos",2010,1,2198983026,NULL
"Kathleen Fisher",2010,1,2134374908,NULL
"James Goodman",2010,1,NULL,NULL
"Wendy Hall",2010,1,2169720894,NULL
"Jean-Pierre Hubaux",2010,1,2954918469,NULL
"Michael I. Jordan",2010,1,NULL,NULL
"Lydia E. Kavraki",2010,1,NULL,NULL
"Sara Kiesler",2010,1,729699849,NULL
"Philip N. Klein",2010,1,NULL,NULL
"Donald Kossmann",2010,1,2242617642,NULL
"John Launchbury",2010,1,343041661,NULL
"Richard F. Lyon",2010,1,NULL,NULL
"Raymond J. Mooney",2010,1,NULL,NULL
"S. Muthukrishnan",2010,1,NULL,NULL
"Fernando Pereira",2010,1,2117274611,NULL
"Pavel Pevzner",2010,1,NULL,NULL
"David S. Rosenblum",2010,1,2182166124,NULL
"Stefan Savage",2010,1,2171030022,NULL
"Robert B. Schnabel",2010,1,NULL,NULL
"Daniel A. Spielman",2010,1,NULL,NULL
"Subhash Suri",2010,1,NULL,NULL
"Frank Wm. Tompa",2010,1,2271303423,NULL
"Josep Torrellas",2010,1,NULL,NULL
"Stephen Trimberger",2010,1,NULL,NULL
"David M. Ungar",2010,1,2041937263,NULL
"Andreas Zeller",2010,1,2106620385,NULL
"Shumin Zhai",2010,1,2235212685,NULL
"Dieter Rombach",2010,1,NULL,NULL
"Serge Abiteboul",2011,1,172400696,NULL
"Divyakant Agrawal",2011,1,2169544959,NULL
"Ronald Baecker",2011,1,107632699,NULL
"Thomas J. Ball",2011,1,2121300700,NULL
"Guy Blelloch",2011,1,149058271,NULL
"Carl Ebeling",2011,1,NULL,NULL
"David Eppstein",2011,1,NULL,NULL
"Geoffrey Charles Fox",2011,1,2165267828,NULL
"George W. Furnas",2011,1,NULL,NULL
"David K. Gifford",2011,1,NULL,NULL
"Ramesh Govindan",2011,1,NULL,NULL
"Baining Guo",2011,1,2153421060,NULL
"David Heckerman",2011,1,2021640924,NULL
"Gerard J. Holzmann",2011,1,2028047182,NULL
"Hugues Hoppe",2011,1,2206701583,NULL
"Christian S. Jensen",2011,1,2187435788,NULL
"Howard J. Karloff",2011,1,NULL,NULL
"Stephen W. Keckler",2011,1,NULL,NULL
"Peter B. Key",2011,1,NULL,NULL
"Scott Kirkpatrick",2011,1,NULL,NULL
"Robert E. Kraut",2011,1,1975391153,NULL
"Susan Landau",2011,1,NULL,NULL
"Ming C. Lin",2011,1,NULL,NULL
"Peter S. Magnusson",2011,1,NULL,NULL
"Dahlia Malkhi",2011,1,NULL,NULL
"Keith Marzullo",2011,1,NULL,NULL
"Satoshi Matsuoka",2011,1,2164966972,NULL
"Max Nelson",2011,1,NULL,NULL
"Joe Mitchell",2011,1,NULL,NULL
"Shubu Mukherjee",2011,1,NULL,NULL
"Beng Chin Ooi",2011,1,2037466936,NULL
"Zehra Meral Ozsoyoglu",2011,1,388475989,NULL
"János Pach",2011,1,NULL,NULL
"Linda Petzold",2011,1,NULL,NULL
"Martha E. Pollack",2011,1,NULL,NULL
"Dan Roth",2011,1,NULL,NULL
"John W Sanguinetti",2011,1,NULL,NULL
"Margo Seltzer",2011,1,NULL,NULL
"Amit Singhal",2011,1,NULL,NULL
"Diane L. Souvaine",2011,1,NULL,NULL
"Divesh Srivastava",2011,1,2196778472,NULL
"Dan Suciu",2011,1,1986159374,NULL
"Dean M. Tullsen",2011,1,NULL,NULL
"Amin Vahdat",2011,1,NULL,NULL
"David Wetherall",2011,1,NULL,NULL
"Frank Kenneth Zadeck",2011,1,NULL,NULL
"Gustavo Alonso",2012,1,2122271048,NULL
"Lars Arge",2012,1,NULL,NULL
"Pierre Baldi",2012,1,NULL,NULL
"Hans-J. Boehm",2012,1,NULL,NULL
"Craig Boutilier",2012,1,NULL,NULL
"Tracy Camp",2012,1,NULL,NULL
"Rick Cattell",2012,1,NULL,NULL
"Larry Davis",2012,1,NULL,NULL
"Ahmed K. Elmagarmid",2012,1,2057816297,NULL
"Wenfei Fan",2012,1,2132396280,NULL
"Lixin Gao",2012,1,NULL,NULL
"Simson Garfinkel",2012,1,2583112299,NULL
"Garth A. Gibson",2012,1,NULL,NULL
"Saul Greenberg",2012,1,2120666348,NULL
"Markus Gross",2012,1,2289975239,NULL
"David Grove",2012,1,2135926280,NULL
"Jonathan Grudin",2012,1,2103856929,NULL
"Rachid Guerraoui",2012,1,115057321,NULL
"Manish Gupta",2012,1,2114032439,NULL
"John Hershberger",2012,1,NULL,NULL
"Andrew B. Kahng",2012,1,NULL,NULL
"Anna R. Karlin",2012,1,NULL,NULL
"Srinivasan Keshav",2012,1,NULL,NULL
"Gregor Kiczales",2012,1,562619066,NULL
"Masaru Kitsuregawa",2012,1,390930505,NULL
"Leonid Libkin",2012,1,1971151415,NULL
"Tova Milo",2012,1,1983463915,NULL
"Klara Nahrstedt",2012,1,159144305,NULL
"Joseph O'Rourke",2012,1,NULL,NULL
"Benjamin C. Pierce",2012,1,1988947184,NULL
"Keshav K. Pingali",2012,1,651843436,NULL
"Andrew M. Pitts",2012,1,NULL,NULL
"Rajeev Rastogi",2012,1,2651564987,NULL
"Raj Reddy",2012,1,NULL,NULL
"Keith W. Ross",2012,1,NULL,NULL
"Karem A. Sakallah",2012,1,39739974,NULL
"Robert Schreiber",2012,1,NULL,NULL
"Bart Selman",2012,1,1966117383,NULL
"Ron Shamir",2012,1,NULL,NULL
"Yoav Shoham",2012,1,NULL,NULL
"Joseph Sifakis",2012,1,2105927184,NULL
"Alistair Sinclair",2012,1,NULL,NULL
"Clifford Stein",2012,1,NULL,NULL
"Ion Stoica",2012,1,2161479384,NULL
"Roberto Tamassia",2012,1,237969062,NULL
"Walter F. Tichy",2012,1,2074083528,NULL
"Patrick Valduriez",2012,1,2223920688,NULL
"Leslie G. Valiant",2012,1,NULL,NULL
"Kathy Yelick",2012,1,NULL,NULL
"Ramin Zabih",2012,1,NULL,NULL
"Mark S. Ackerman",2013,1,NULL,NULL
"Charu C. Aggarwal",2013,1,2146335907,NULL
"James H. Anderson",2013,1,NULL,NULL
"Mihir Bellare",2013,1,2052950829,NULL
"Christine L. Borgman",2013,1,NULL,NULL
"Stefano Ceri",2013,1,519054157,NULL
"Krishnendu Chakrabarty",2013,1,NULL,NULL
"Ramalingam Chellappa",2013,1,NULL,NULL
"Ingemar J. Cox",2013,1,NULL,NULL
"Carlos J. P. de Lucena",2013,1,2182731144,NULL
"Rina Dechter",2013,1,294129211,NULL
"Chip Elliott",2013,1,NULL,NULL
"David Forsyth",2013,1,2003447161,NULL
"Wen Gao",2013,1,2121069363,NULL
"David Garlan",2013,1,2256096860,NULL
"James Gosling",2013,1,NULL,NULL
"Peter J. Haas",2013,1,2118460571,NULL
"Marti A. Hearst",2013,1,NULL,NULL
"Matthias Jarke",2013,1,251194211,NULL
"Sampath Kannan",2013,1,NULL,NULL
"David J. Kasik",2013,1,NULL,NULL
"Dina Katabi",2013,1,NULL,NULL
"Henry A. Kautz",2013,1,NULL,NULL
"Jon Kleinberg",2013,1,NULL,NULL
"Panganamala Ramana Kumar",2013,1,NULL,NULL
"Douglas S. Lea",2013,1,NULL,NULL
"Yoelle Maarek",2013,1,NULL,NULL
"Christopher D. Manning",2013,1,NULL,NULL
"Madhav Marathe",2013,1,NULL,NULL
"John Mellor-Crummey",2013,1,NULL,NULL
"Greg Morrisett",2013,1,683339272,NULL
"Andrew C. Myers",2013,1,2141746463,NULL
"Dana S. Nau",2013,1,NULL,NULL
"Satish Rao",2013,1,NULL,NULL
"Stephen Robertson",2013,1,2129454193,NULL
"Timothy Roscoe",2013,1,NULL,NULL
"Timoleon K. Sellis",2013,1,NULL,NULL
"Dennis Shasha",2013,1,2082974086,NULL
"Nir N. Shavit",2013,1,NULL,NULL
"Kyuseok Shim",2013,1,2161168953,NULL
"Padhraic Smyth",2013,1,2137074633,NULL
"Milind Tambe",2013,1,2237142500,NULL
"Val Tannen",2013,1,599151389,NULL
"David P. Williamson",2013,1,NULL,NULL
"Limsoon Wong",2013,1,2263195242,NULL
"Moti Yung",2013,1,2097786798,NULL
"Ellen W. Zegura",2013,1,NULL,NULL
"Zhengyou Zhang",2013,1,2129474304,NULL
"Yuanyuan Zhou",2013,1,NULL,NULL
"David Zuckerman",2013,1,NULL,NULL
"Samson Abramsky",2014,1,2147258895,NULL
"Vikram Adve",2014,1,1990061224,NULL
"Foto N. Afrati",2014,1,2022488008,NULL
"Charles W. Bachman",2014,1,NULL,NULL
"Allan Borodin",2014,1,NULL,NULL
"Alan Bundy",2014,1,2000084407,NULL
"Lorrie Faith Cranor",2014,1,368046975,NULL
"Timothy A. Davis",2014,1,NULL,NULL
"Srini Devadas",2014,1,NULL,NULL
"Inderjit S. Dhillon",2014,1,NULL,NULL
"Nikil D. Dutt",2014,1,NULL,NULL
"Faith Ellen",2014,1,NULL,NULL
"Michael D. Ernst",2014,1,2235702021,NULL
"Adam Finkelstein",2014,1,2136484952,NULL
"Juliana Freire",2014,1,2116519607,NULL
"Johannes Gehrke",2014,1,2083845045,NULL
"Eric Grimson",2014,1,NULL,NULL
"Mark Guzdial",2014,1,NULL,NULL
"Gernot Heiser",2014,1,NULL,NULL
"Eric Horvitz",2014,1,1970391018,NULL
"Thorsten Joachims",2014,1,NULL,NULL
"Michael Kearns",2014,1,NULL,NULL
"Valerie King",2014,1,NULL,NULL
"Sarit Kraus",2014,1,2122497617,NULL
"Leslie Lamport",2014,1,2096750770,NULL
"Sharad Malik",2014,1,2156970971,NULL
"Yishay Mansour",2014,1,NULL,NULL
"Subhasish Mitra",2014,1,NULL,NULL
"Michael Mitzenmacher",2014,1,1988080645,NULL
"Robert Morris",2014,1,NULL,NULL
"Vijaykrishnan Narayanan",2014,1,NULL,NULL
"Shamkant B. Navathe",2014,1,2065325028,NULL
"Jignesh M. Patel",2014,1,2155925739,NULL
"Ranganathan Parthasarathy",2014,1,NULL,NULL
"Omer Reingold",2014,1,NULL,NULL
"Tom Rodden",2014,1,1980670276,NULL
"Ronitt Rubinfeld",2014,1,NULL,NULL
"Daniela Rus",2014,1,NULL,NULL
"Alberto Luigi Sangiovanni-Vincentelli",2014,1,681596721,NULL
"Henning Schulzrinne",2014,1,2469462003,NULL
"Stuart M. Shieber",2014,1,NULL,NULL
"Ramakrishnan Srikant",2014,1,NULL,NULL
"Aravind Srinivasan",2014,1,NULL,NULL
"S. Sudarshan",2014,1,NULL,NULL
"Paul Syverson",2014,1,2051205022,NULL
"Gene Tsudik",2014,1,465425324,NULL
"Steve Whittaker",2014,1,2119343948,NULL
"Anastasia Ailamaki",2015,1,2024002627,NULL
"Nancy M. Amato",2015,1,NULL,NULL
"David M. Blei",2015,1,NULL,NULL
"Naehyuck Chang",2015,1,NULL,NULL
"Hsinchun Chen",2015,1,2157743775,NULL
"Mary Czerwinski",2015,1,2071984077,NULL
"Giuseppe De Giacomo",2015,1,2113802512,NULL
"Paul Dourish",2015,1,847797360,NULL
"Cynthia Dwork",2015,1,208343995,NULL
"Kevin Fall",2015,1,NULL,NULL
"Babak Falsafi",2015,1,NULL,NULL
"Michael Franz",2015,1,2061291788,NULL
"Orna Grumberg",2015,1,1993734283,NULL
"Ramanathan V. Guha",2015,1,NULL,NULL
"Jayant R. Haritsa",2015,1,44170712,NULL
"Julia Hirschberg",2015,1,1983359683,NULL
"Piotr Indyk",2015,1,NULL,NULL
"Tei-Wei Kuo",2015,1,NULL,NULL
"Xavier Leroy",2015,1,2780386900,NULL
"Chih-Jen Lin",2015,1,NULL,NULL
"Bing Liu",2015,1,2244698799,NULL
"Yunhao Liu",2015,1,2130996983,NULL
"Michael George Luby",2015,1,NULL,NULL
"Michael R. Lyu",2015,1,2227744130,NULL
"Ueli Maurer",2015,1,2068596995,NULL
"Patrick Drew McDaniel",2015,1,2056207806,NULL
"Victor Miller",2015,1,NULL,NULL
"Elizabeth Mynatt",2015,1,18171182,NULL
"Judea Pearl",2015,1,2248165042,NULL
"Jian Pei",2015,1,2126330539,NULL
"Frank Pfenning",2015,1,114048148,NULL
"Dragomir R. Radev",2015,1,NULL,NULL
"Sriram Rajamani",2015,1,2083764764,NULL
"Pablo Rodriguez",2015,1,NULL,NULL
"Mooly Sagiv",2015,1,1345056057,NULL
"Peter Schröder",2015,1,NULL,NULL
"Assaf Schuster",2015,1,NULL,NULL
"Kevin Skadron",2015,1,NULL,NULL
"Wang-Chiew Tan",2015,1,2175253844,NULL
"Santosh Vempala",2015,1,NULL,NULL
"Tandy Warnow",2015,1,NULL,NULL
"Michael Wooldridge",2015,1,2345025092,NULL
"Noga Alon",2016,1,NULL,NULL
"Paul Barford",2016,1,NULL,NULL
"Luca Benini",2016,1,NULL,NULL
"Ricardo Bianchini",2016,1,NULL,NULL
"Stephen Blackburn",2016,1,2146610949,NULL
"Dan Boneh",2016,1,201828038,NULL
"Carla Brodley",2016,1,NULL,NULL
"Justine Cassell",2016,1,2245648575,NULL
"Erik Demaine",2016,1,NULL,NULL
"Allison Druin",2016,1,935383222,NULL
"Frédo Durand",2016,1,NULL,NULL
"Nick Feamster",2016,1,1373210103,NULL
"Jason Flinn",2016,1,NULL,NULL
"William Freeman",2016,1,2112716162,NULL
"Yolanda Gil",2016,1,2145802646,NULL
"Robert Lee Grossman",2016,1,2095279874,NULL
"Rajesh K. Gupta",2016,1,2180675385,NULL
"James Hendler",2016,1,NULL,NULL
"Monika Henzinger",2016,1,NULL,NULL
"Tony Hey",2016,1,NULL,NULL
"Xuedong Huang",2016,1,2153189671,NULL
"Daniel Jackson",2016,1,2120858950,NULL
"Robert J. K. Jacob",2016,1,NULL,NULL
"Somesh Jha",2016,1,2193269139,NULL
"Ravindran Kannan",2016,1,NULL,NULL
"Anne-Marie Kermarrec",2016,1,NULL,NULL
"Martin L. Kersten",2016,1,2117317669,NULL
"Christos Kozyrakis",2016,1,NULL,NULL
"Marta Kwiatkowska",2016,1,2156109015,NULL
"James Landay",2016,1,29409133,NULL
"K. Rustan M. Leino",2016,1,710865586,NULL
"J. Brian Lyles",2016,1,NULL,NULL
"Todd C. Mowry",2016,1,NULL,NULL
"Trevor Mudge",2016,1,NULL,NULL
"Sharon Oviatt",2016,1,2669286322,NULL
"Venkata Padmanabhan",2016,1,NULL,NULL
"Shwetak Patel",2016,1,2127286128,NULL
"David Peleg",2016,1,1903060929,NULL
"Radia Perlman",2016,1,NULL,NULL
"Adrian Perrig",2016,1,2213385919,NULL
"Ganesan Ramalingam",2016,1,1961305742,NULL
"Louiqa Raschid",2016,1,285822418,NULL
"Holly Rushmeier",2016,1,258783921,NULL
"Michael Saks",2016,1,NULL,NULL
"Sachin S. Sapatnekar",2016,1,NULL,NULL
"Abigail Sellen",2016,1,1985629368,NULL
"Sudipta Sengupta",2016,1,NULL,NULL
"André Seznec",2016,1,NULL,NULL
"Valerie E. Taylor",2016,1,NULL,NULL
"Carlo Tomasi",2016,1,NULL,NULL
"Paul van Oorschot",2016,1,2101866374,NULL
"Manuela M. Veloso",2016,1,2108671403,NULL
"Zhou Zhi-Hua",2016,1,2286237009,NULL
"Lars Birkedal",2017,1,2149590827,NULL
"Edouard Bugnion",2017,1,NULL,NULL
"Margaret Burnett",2017,1,2115609526,NULL
"Shih-Fu Chang",2017,1,NULL,NULL
"Edith Cohen",2017,1,NULL,NULL
"Dorin Comaniciu",2017,1,NULL,NULL
"Susan M. Dray",2017,1,NULL,NULL
"Edward A. Fox",2017,1,2159046469,NULL
"Richard M. Fujimoto",2017,1,NULL,NULL
"Shafi Goldwasser",2017,1,1728759264,NULL
"Carla Gomes",2017,1,NULL,NULL
"Martin Grohe",2017,1,NULL,NULL
"Aarti Gupta",2017,1,2129619966,NULL
"Venkatesan Guruswami",2017,1,NULL,NULL
"Dan Gusfield",2017,1,NULL,NULL
"Gregory D. Hager",2017,1,NULL,NULL
"Steven Michael Hand",2017,1,NULL,NULL
"Mor Harchol-Balter",2017,1,NULL,NULL
"Laxmikant Kale",2017,1,2115450241,NULL
"Michael Kass",2017,1,NULL,NULL
"Angelos Dennis Keromytis",2017,1,299775663,NULL
"Carl Kesselman",2017,1,NULL,NULL
"Edward Knightly",2017,1,NULL,NULL
"Craig Knoblock",2017,1,1991211814,NULL
"Insup Lee",2017,1,2168261197,NULL
"Wenke Lee",2017,1,2155626625,NULL
"Li Erran Li",2017,1,NULL,NULL
"Gabriel H. Loh",2017,1,NULL,NULL
"Tomás Lozano-Pérez",2017,1,NULL,NULL
"Clifford Lynch",2017,1,NULL,NULL
"Yi Ma",2017,1,NULL,NULL
"Andrew McCallum",2017,1,2131293038,NULL
"Silvio Micali",2017,1,699581604,NULL
"Andreas Moshovos",2017,1,NULL,NULL
"Gail C. Murphy",2017,1,2100357700,NULL
"Onur Mutlu",2017,1,NULL,NULL
"Nuria Oliver",2017,1,NULL,NULL
"Balaji Prabhakar",2017,1,NULL,NULL
"Tal Rabin",2017,1,2131142900,NULL
"K. K. Ramakrishnan",2017,1,NULL,NULL
"Ravi Ramamoorthi",2017,1,2146115641,NULL
"Yvonne Rogers",2017,1,2144042109,NULL
"Yong Rui",2017,1,NULL,NULL
