original_author_name,year,type,MAGID,ARCID
Matthew T. Mason,2021,1,2154441808,NULL
Maurice V. Wilkes,1994,1,2224046207,NULL
Mendel Rosenblum,2008,1,2102969555,NULL
Micha Sharir,1997,1,2154115838,NULL
Michael A. Harrison,1996,1,2655339063,NULL
Michael A. Harrison,1996,1,2129865978,NULL
Michael D. Schroeder,2004,1,2470914381,NULL
Michael F. Cohen,2007,1,3049172691,NULL
Michael F. Cohen,2007,1,2788002982,NULL
Michael F. Cohen,2007,1,3208426642,NULL
Michael I. Jordan,2010,1,2435751034,NULL
Michael J. Fischer,1996,1,2142699030,NULL
Michael J. Fischer,1996,1,2159593723,NULL
Michael J. Flynn,1994,1,2439324408,NULL
Michael J. Flynn,1994,1,2312026069,NULL
Michael J. Flynn,1994,1,2749468931,NULL
Michael J. Freedman,2019,1,2144033718,NULL
Michael Kass,2017,1,2133824905,NULL
Michael Kearns,2014,1,2118586410,NULL
Michael O. Rabin,2020,1,2144633556,NULL
Michael Reiter,2008,1,2401658232,NULL
Michael Reiter,2008,1,2115482440,NULL
Michael Scott,2006,1,2600553489,NULL
Michael Scott,2006,1,3008949245,NULL
Michael Scott,2006,1,2111432008,NULL
Michael Sipser,2017,1,324740313,NULL
Michel Beaudouin-Lafon,2022,1,2674390412,NULL
Michel Dubois,2005,1,2476111496,NULL
Michel Dubois,2005,1,2151284245,NULL
Michel Dubois,2005,1,2112744756,NULL
Michel X. Goemans,2008,1,667657047,NULL
Mihai Pop,2019,1,2177091684,NULL
Mikkel Thorup,2005,1,1857373744,NULL
Ming-Hsuan Yang,2021,1,2112462370,NULL
Ming-Syan Chen,2006,1,2122365371,NULL
Mona Singh,2019,1,2919295634,NULL
Mona Singh,2019,1,2184493679,NULL
Monika Henzinger,2016,1,2695385476,NULL
Mor Harchol-Balter,2017,1,2101141533,NULL
Moses Charikar,2020,1,2003165903,NULL
Moshe Tennenholtz,2019,1,127037394,NULL
Naehyuck Chang,2015,1,2115359679,NULL
Nancy Lynch,1997,1,2180706138,NULL
Nancy M. Amato,2015,1,2084418087,NULL
Narsingh Deo,1996,1,2070393103,NULL
Neil Jones,1998,1,2924355991,NULL
Nelson Max,2011,1,2189376613,NULL
Nicholas Pippenger,1997,1,2094387482,NULL
Nick McKeown,2006,1,218283174,NULL
Noga Alon,2016,1,2112574952,NULL
Noshir Contractor,2019,1,2056937161,NULL
Nuria Oliver,2017,1,2116126005,NULL
Omer Reingold,2014,1,109346679,NULL
Onur Mutlu,2017,1,2160510735,NULL
Ozalp Babaoglu,2002,1,182206759,NULL
Pablo Rodriguez,2015,1,2141776277,NULL
Pablo Rodriguez,2015,1,2481562593,NULL
Parthasarathy Ranganathan,2014,1,2408455160,NULL
Pat Hanrahan,2008,1,2225733586,NULL
Patricia G. Selinger,2009,1,2045132998,NULL
Patrick Suppes,1994,1,599389352,NULL
Paul Barford,2016,1,2078767370,NULL
Paul Barham,2018,1,2296249340,NULL
Paul Beame,2019,1,2019007185,NULL
Paul Resnick,2020,1,2020459140,NULL
Paul Young,1995,1,2142498536,NULL
Paul Young,1995,1,1982560218,NULL
Paul Young,1995,1,2224048864,NULL
Per-Ake Larson,2004,1,2148643341,NULL
Peter B. Key,2011,1,2048758777,NULL
Peter Boncz,2022,1,2081047619,NULL
Peter Chen,2010,1,3114788623,NULL
Peter Chen,2010,1,2423337383,NULL
Peter Chen,2010,1,2780184002,NULL
Peter Elias,1994,1,2525537535,NULL
Peter Elias,1994,1,1986414534,NULL
Peter L. Bartlett,2018,1,1849627065,NULL
Peter Magnusson,2011,1,3037741292,NULL
Peter Magnusson,2011,1,2441533774,NULL
Peter Magnusson,2011,1,2104365791,NULL
Peter Norvig,2006,1,2686285044,NULL
Peter P. Chen,1998,1,2120113151,NULL
Peter Schroeder,2015,1,2136661434,NULL
Peter W. Shor,2019,1,368308055,NULL
Peter Widmayer,1997,1,70450096,NULL
Philip Heidelberger,1996,1,2244447445,NULL
Philip M. Lewis,1999,1,2297443377,NULL
Philip N. Klein,2010,1,2109669342,NULL
Pierre Baldi,2012,1,2060797211,NULL
Piotr Indyk,2015,1,22135093,NULL
Prithviraj Banerjee,2000,1,2004361871,NULL
Rada Mihalcea,2019,1,2068190112,NULL
Radhika Nagpal,2020,1,2151774571,NULL
Radia Perlman,2016,1,2618635485,NULL
Radu Marculescu,2022,1,158891262,NULL
Rafael Pass,2022,1,2091057165,NULL
Raj Jain,1996,1,2157313770,NULL
Raj Reddy,2012,1,2149385398,NULL
Rakesh Agrawal,2003,1,2537924216,NULL
Rakesh Agrawal,2003,1,2439481350,NULL
Ramakrishnan Srikant,2014,1,2069583943,NULL
Ramesh Govindan,2011,1,2102043890,NULL
Ramesh K. Sitaraman,2019,1,261571608,NULL
Ramin Zabih,2012,1,2040103212,NULL
Randal E. Bryant,2000,1,2472051909,NULL
Randy Pausch,2007,1,2611034914,NULL
Randy Pausch,2007,1,2139439197,NULL
Ranveer Chandra,2022,1,2128927081,NULL
Ravi Kannan,2016,1,2187777059,NULL
Ravi Sethi,1996,1,2239086285,NULL
Ravishankar Iyer,2001,1,2122615330,NULL
Raymond A. Lorie,2000,1,2255242933,NULL
Raymond Miller,1997,1,2413689514,NULL
Raymond Reiter,1997,1,2162621422,NULL
René Vidal,2022,1,2155853947,NULL
Ricardo Bianchini,2016,1,2169611794,NULL
Richard A. Kemmerer,1997,1,2897311327,NULL
Richard A. Kemmerer,1997,1,233538037,NULL
Richard D. Schlichting,2001,1,2606028354,NULL
Richard E. Nance,1996,1,2136233962,NULL
Richard F. Lyon,2010,1,2652370983,NULL
Richard Gabriel,1998,1,2119147541,NULL
Richard H. Austing,1994,1,71666084,NULL
Richard J. Cole,1998,1,2128366545,NULL
Richard J. Fateman,1999,1,36891908,NULL
Richard M. Fujimoto,2017,1,2108052934,NULL
Richard P. Brent,1995,1,2136191845,NULL
Richard R. Muntz,1996,1,2033368653,NULL
Rick Stevens,2020,1,2618893480,NULL
Rob A. Rutenbar,2008,1,262909221,NULL
Robbert van Renesse,2009,1,2109217526,NULL
Robert Aiken,2001,1,2475573365,NULL
Robert B. Schnabel,2010,1,2021942052,NULL
Robert E. Kahn,2001,1,2610176178,NULL
Robert J. Jacob,2016,1,2431186779,NULL
Robert Kleinberg,2021,1,2006104002,NULL
Robert L. Grossman,2016,1,3167806524,NULL
Robert M. Graham,1996,1,2111892302,NULL
Robert M. Graham,1996,1,2567027513,NULL
Robert Morris,2014,1,2767819771,NULL
Robert Morris,2014,1,2336722125,NULL
Robert Morris,2014,1,2270424441,NULL
Robert Schreiber,2012,1,2131448496,NULL
Robert Sedgewick,1997,1,889684952,NULL
Robert W. Floyd,1994,1,2011551863,NULL
Robert W. Taylor,1994,1,2099649649,NULL
Robert W. Taylor,1994,1,2145036778,NULL
Robert W. Taylor,1994,1,2238165938,NULL
Robert Wilensky,1997,1,1973589771,NULL
Robin Williams,2000,1,2237720490,NULL
Robin Williams,2000,1,2149195424,NULL
Roch Guerin,2006,1,1992892501,NULL
Rodney A. Brooks,2005,1,2096213968,NULL
Rodney A. Brooks,2005,1,2288122487,NULL
Roger M. Needham,1994,1,2467977717,NULL
Ron Shamir,2012,1,2100036403,NULL
Ronald F. Boisvert,2019,1,2232904012,NULL
Ronald J. Brachman,1999,1,1956695822,NULL
Ronald J. Brachman,1999,1,2764066455,NULL
Ronald M. Kaplan,1994,1,2580496752,NULL
Ronitt Rubinfeld,2014,1,1534604502,NULL
Rosalind W. Picard,2021,1,687641213,NULL
Roy Levin,2008,1,2425011781,NULL
Roy Want,2005,1,2423577896,NULL
Rudrapatna K. Shyamasundar,2009,1,2169216096,NULL
S. Muthukrishnan,2010,1,3160061748,NULL
S. Muthukrishnan,2010,1,2625758662,NULL
S. Muthukrishnan,2010,1,2190118346,NULL
Sachin S. Sapatnekar,2016,1,2157196917,NULL
Sam H. Noh,2020,1,2571969136,NULL
Samir Khuller,2022,1,2159856632,NULL
Sandhya Dwarkadas,2018,1,19214967,NULL
Sandy Irani,2022,1,2100980789,NULL
Sanjay Ghemawat,2020,1,2575315241,NULL
Sanjeev Arora,2008,1,2159007752,NULL
Sanjeev Arora,2008,1,2146458943,NULL
Sanjeev Khanna,2018,1,2242803124,NULL
Santosh Vempala,2015,1,2045140648,NULL
Satish Rao,2013,1,2427936965,NULL
Satish Rao,2013,1,2108675760,NULL
Scott Kirkpatrick,2011,1,2178148597,NULL
Scott Mahlke,2020,1,2171934779,NULL
Sebastian Elbaum,2022,1,262280937,NULL
Shahid H. Bokhari,2000,1,2310474497,NULL
Shang-Hua Teng,2009,1,2103844955,NULL
Shlomo Zilberstein,2021,1,348962114,NULL
Shmuel Winograd,1994,1,2157771162,NULL
Shuicheng Yan,2020,1,2144833106,NULL
Simon S. Lam,1998,1,2142037325,NULL
Songwu Lu,2019,1,2126325751,NULL
Srinivas Aluru,2020,1,672311968,NULL
Srinivas Devadas,2014,1,855547412,NULL
Srinivasan Keshav,2012,1,2283071955,NULL
Srinivasan Seshan,2019,1,2093924322,NULL
Stamatis Vassiliadis,2004,1,1992265184,NULL
Stefano Soatto,2022,1,343589990,NULL
Stephen A. Cook,2008,1,2098910421,NULL
Stephen Bourne,2005,1,2140034527,NULL
Stephen T. Kent,1998,1,2983905372,NULL
Steven H. Low,2020,1,2097134209,NULL
Steven Scott,2012,1,2424953512,NULL
Stuart Feldman,1995,1,2120809121,NULL
Stuart Russell,2003,1,3174817764,NULL
Subbarao Kambhampati,2019,1,1354405940,NULL
Subhash Suri,2010,1,2133221332,NULL
Subhasish Mitra,2014,1,2118856850,NULL
Sudipta Sengupta,2016,1,2104281610,NULL
Sudipta Sengupta,2016,1,2274524048,NULL
Suman Banerjee,2020,1,3209567881,NULL
Sumi Helal,2022,1,2052291672,NULL
Susan Dray,2017,1,1643225831,NULL
Susan L. Graham,1994,1,2138159208,NULL
Susan Landau,2011,1,2952127064,NULL
Susan S. Owicki,1994,1,2019529423,NULL
Susanne E. Hambrusch,2020,1,2133492747,NULL
Sven Koenig,2020,1,3175140602,NULL
Sven Koenig,2020,1,3207833588,NULL
Sven Koenig,2020,1,2130082723,NULL
T. V. Lakshman,2005,1,2030993420,NULL
Tajana Rosing,2021,1,1977760478,NULL
Takao Nishizeki,1996,1,224253159,NULL
Tamal K. Dey,2018,1,2104811583,NULL
Tamara G. Kolda,2019,1,2139651035,NULL
Tandy Warnow,2015,1,665054654,NULL
Tao Jiang,2007,1,2590550580,NULL
Tao Jiang,2007,1,2698947310,NULL
Tao Jiang,2007,1,2108351611,NULL
Tei-Wei Kuo,2015,1,2130848692,NULL
Tetsuo Asano,2001,1,2111668054,NULL
Thomas G. Dietterich,2002,1,160031478,NULL
Thomas Lengauer,2021,1,128580411,NULL
Thorsten Joachims,2014,1,245171893,NULL
Tian He,2018,1,2151189342,NULL
Tie-Yan Liu,2021,1,2108341226,NULL
Timothy A. Davis,2014,1,2106676096,NULL
Timothy A. Davis,2014,1,2411814826,NULL
Timothy Roscoe,2013,1,1981466420,NULL
Todd C. Mowry,2016,1,40863599,NULL
Tom Leighton,2018,1,2128744112,NULL
Tomás Lozano-Pérez,2017,1,187031812,NULL
Toniann Pitassi,2018,1,672707272,NULL
Torsten Hoefler,2022,1,262156611,NULL
Toshihide Ibaraki,1999,1,2110223873,NULL
Tracy Camp,2012,1,2164180442,NULL
Trevor Mudge,2016,1,1968937847,NULL
Tuomas Sandholm,2008,1,2070867630,NULL
Umesh Vazirani,2005,1,391723092,NULL
Uri Weiser,2005,1,668875075,NULL
Usama M. Fayyad,2006,1,2098423198,NULL
Utpal Banerjee,2007,1,2159054220,NULL
Utpal Banerjee,2007,1,2583758381,NULL
Uzi Vishkin,1996,1,37726087,NULL
Valerie King,2014,1,2126031951,NULL
Valerie Taylor,2016,1,2105362179,NULL
Vaughan R. Pratt,1997,1,2120476038,NULL
Venkat Rangan,1998,1,2170578350,NULL
Venkatesan Guruswami,2017,1,148409839,NULL
Victor Bahl,2003,1,2146492509,NULL
Vijay V. Vazirani,2005,1,2012704994,NULL
Vijaykrishnan Narayanan,2014,1,2228173237,NULL
Vincent Conitzer,2019,1,24490792,NULL
Vishal Misra,2018,1,2202840633,NULL
Vishwani D. Agrawal,2002,1,2146318055,NULL
Walter Willinger,2005,1,515099556,NULL
Wei Wang,2020,1,3046105733,NULL
Wei Wang,2020,1,2992533612,NULL
Wei Wang,2020,1,2244066162,NULL
Wenping Wang,2021,1,2306100056,NULL
Wenping Wang,2021,1,2118099990,NULL
Wenwu Zhu,2022,1,2111511002,NULL
Whitfield Diffie,2020,1,2307656538,NULL
William A. Wulf,1994,1,2257274423,NULL
William Kahan,1994,1,2053339767,NULL
William Sanders,2003,1,2123986478,NULL
Won Kim,1995,1,2805878597,NULL
Won Kim,1995,1,2607585416,NULL
Won Kim,1995,1,2114170133,NULL
Xiangyang Li,2019,1,2689064213,NULL
Xiangyang Li,2019,1,2583019516,NULL
Xiangyang Li,2019,1,2135756767,NULL
Xiaodong Zhang,2012,1,2555683667,NULL
Xiaodong Zhang,2012,1,2289224247,NULL
Xiaodong Zhang,2012,1,2435101695,NULL
Xiaotie Deng,2008,1,2134590396,NULL
Xilin Chen,2019,1,2187968789,NULL
Xilin Chen,2019,1,2099541584,NULL
Yao-Wen Chang,2020,1,2109890010,NULL
Yi Ma,2017,1,2145586907,NULL
Yi Ma,2017,1,2410510051,NULL
Yi Ma,2017,1,2230075732,NULL
Yi-Bing Lin,2003,1,2141485328,NULL
Yiran Chen,2020,1,3175291849,NULL
Yishay Mansour,2014,1,2078633956,NULL
Yizhou Yu,2022,1,2343472808,NULL
Yoav Shoham,2012,1,2112924421,NULL
Yoelle Maarek,2013,1,262608878,NULL
Yong Rui,2017,1,2130014478,NULL
Yorick Wilks,2009,1,2073488377,NULL
Yossi Matias,2009,1,1874579918,NULL
Yuan Xie,2019,1,2095844698,NULL
Yuanyuan Zhou,2013,1,2155186186,NULL
Yuanyuan Zhou,2013,1,2277525723,NULL
Yuanyuan Zhou,2013,1,2310340871,NULL
Yuguang Fang,2022,1,2156348848,NULL
Zhendong Su,2022,1,2102704429,NULL
Zvi Galil,1995,1,1984842272,NULL
Zygmunt J. Haas,2021,1,2044130634,NULL
Éva Tardos,1998,1,2009277913,NULL
Robert Metcalfe,2022,10,3192468457,NULL
Robert Metcalfe,2022,10,2123259504,NULL
Robert M. Metcalfe,2022,10,2132855026,NULL
Jack Dongarra,2021,10,288512535,NULL
Alfred V. Aho,2020,10,2380581373,NULL
Jeffrey D. Ullman,2020,10,3152263970,NULL
Jeffrey D. Ullman,2020,10,2289364316,NULL
Edwin Catmull,2019,10,2644444688,NULL
Ed Catmull,2019,10,2504194471,NULL
Pat Hanrahan,2019,10,2225733586,NULL
Yoshua Bengio,2018,10,2969309771,NULL
Yoshua Bengio,2018,10,161269817,NULL
GE Hinton,2018,10,3061055475,NULL
GE Hinton,2018,10,2678250838,NULL
Geoffrey E. Hinton,2018,10,563069026,NULL
Yann LeCun,2018,10,2053214915,NULL
John Hennessy,2017,10,2225103271,NULL
John L. Hennessy,2017,10,3189000062,NULL
John L. Hennessy,2017,10,1965698830,NULL
David Patterson,2017,10,2121084130,NULL
David Patterson,2017,10,2986681347,NULL
David Patterson,2017,10,2125303055,NULL
David Patterson,2017,10,2963052691,NULL
David Patterson,2017,10,2913160156,NULL
Tim Berners-Lee,2016,10,3207969236,NULL
Tim Berners-Lee,2016,10,2308609296,NULL
Whitfield Diffie,2015,10,3161038114,NULL
Whitfield Diffie,2015,10,2307656538,NULL
Martin E. Hellman,2015,10,2210464107,NULL
Martin E. Hellman,2015,10,2146312211,NULL
Michael Stonebraker,2014,10,1998938290,NULL
Leslie Lamport,2013,10,2096750770,NULL
Shafi Goldwasser,2012,10,1728759264,NULL
Judea Pearl,2011,10,2248165042,NULL
Leslie G. Valiant,2010,10,2000097935,NULL
Charles P. Thacker,2009,10,2105549443,NULL
Charles P. Thacker,2009,10,2883849627,NULL
Charles P. Thacker,2009,10,2100283947,NULL
Barbara Liskov,2008,10,2084056563,NULL
Edmund Clarke,2007,10,2462175395,NULL
Edmund M. Clarke,2007,10,2129477832,NULL
E. A. Emerson,2007,10,2662219849,NULL
E. A. Emerson,2007,10,2610418602,NULL
Joseph Sifakis,2007,10,2105927184,NULL
Frances E. Allen,2006,10,2102409281,NULL
Peter Naur,2005,10,587396187,NULL
Vinton G. Cerf,2004,10,2029905547,NULL
Robert E. Kahn,2004,10,2169791294,NULL
Robert Kahn,2004,10,2310676774,NULL
Robert E. Kahn,2004,10,2610176178,NULL
Alan Kay,2003,10,2567613651,NULL
Alan Kay,2003,10,2224056921,NULL
Alan Kay,2003,10,3023858021,NULL
Alan Kay,2003,10,2443838674,NULL
Leonard M. Adleman,2002,10,2776482359,NULL
Leonard M. Adleman,2002,10,2917454244,NULL
Leonard M. Adleman,2002,10,2667875590,NULL
Leonard M. Adleman,2002,10,2916171687,NULL
Leonard M. Adleman,2002,10,2009176085,NULL
Ronald L. Rivest,2002,10,695545146,NULL
Adi Shamir,2002,10,2201755339,NULL
Ole-Johan Dahl,2001,10,2141765675,NULL
Kristen Nygaard,2001,10,2684671528,NULL
Kristen Nygaard,2001,10,2096116960,NULL
Frederick P. Brooks,1999,10,2097474894,NULL
James Gray,1998,10,3155279378,NULL
James Gray,1998,10,2306482067,NULL
James Gray,1998,10,2788154034,NULL
James Gray,1998,10,2572488871,NULL
James Gray,1998,10,2945857561,NULL
Douglas C. Engelbart,1997,10,2208808115,NULL
Amir Pnueli,1996,10,2171343426,NULL
Manuel Blum,1995,10,2131919203,NULL
Manuel Blum,1995,10,2134576118,NULL
Manuel Blum,1995,10,2163096604,NULL
Edward A. Feigenbaum,1994,10,2507050112,NULL
Edward A. Feigenbaum,1994,10,2086686599,NULL
Juris Hartmanis,1993,10,327575412,NULL
Richard E. Stearns,1993,10,3008901715,NULL
Butler W. Lampson,1992,10,2899171642,NULL
Butler W. Lampson,1992,10,1785551945,NULL
Fernando J. Corbató,1990,10,2048198971,NULL
William Kahan,1989,10,2053339767,NULL
Ivan E. Sutherland,1988,10,1941499373,NULL
John Cocke,1987,10,2671603998,NULL
John Cocke,1987,10,2161752438,NULL
John E. Hopcroft,1986,10,2079447303,NULL
Robert E. Tarjan,1986,10,350567680,NULL
Richard M. Karp,1985,10,1964658237,NULL
Niklaus Wirth,1984,10,2327738716,NULL
Dennis M. Ritchie,1983,10,2110203303,NULL
Kenneth Thompson,1983,10,2115205025,NULL
Ken Thompson,1983,10,2653827253,NULL
Ken Thompson,1983,10,2997728932,NULL
Ken Thompson,1983,10,2672835331,NULL
Kenneth Thompson,1983,10,2436763020,NULL
Stephen Cook,1982,10,2693979001,NULL
Stephen Cook,1982,10,2407272926,NULL
Stephen Cook,1982,10,2284770288,NULL
Stephen Cook,1982,10,2140724286,NULL
Stephen A. Cook,1982,10,2098910421,NULL
Edgar F. Codd,1981,10,3081858028,NULL
C. A. R. Hoare,1980,10,2052847585,NULL
Kenneth E. Iverson,1979,10,2470509247,NULL
Robert W. Floyd,1978,10,2011551863,NULL
John Backus,1977,10,2058634616,NULL
Michael O. Rabin,1976,10,2775853503,NULL
Michael O. Rabin,1976,10,2144633556,NULL
Dana S. Scott,1976,10,2569117717,NULL
Dana Scott,1976,10,2602723040,NULL
Allen Newell,1975,10,2126658068,NULL
Herbert A. Simon,1975,10,2694841957,NULL
Herbert A. Simon,1975,10,2118103072,NULL
Donald E. Knuth,1974,10,2137000881,NULL
Charles W. Bachman,1973,10,2315463675,NULL
Edsger W. Dijkstra,1972,10,2137842401,NULL
John Mccarthy,1971,10,2102975659,NULL
John McCarthy,1971,10,2124887656,NULL
John McCarthy,1971,10,2145372896,NULL
John McCarthy,1971,10,2431070174,NULL
John McCarthy,1971,10,3199059690,NULL
James Wilkinson,1970,10,2233686920,NULL
James Wilkinson,1970,10,2643447658,NULL
Marvin Minsky,1969,10,3027742102,NULL
Marvin Minsky,1969,10,1968041664,NULL
Richard W. Hamming,1968,10,2895183167,NULL
Richard W. Hamming,1968,10,2714515456,NULL
Maurice V. Wilkes,1967,10,2224046207,NULL
Alan J. Perlis,1966,10,2659867364,NULL
Silvio Micali,2012,10,699581604,NULL
Andrew Chi-Chih Yao,2000,10,2088166175,NULL
Raj Reddy,1994,10,2149385398,NULL
Raj Reddy,1994,10,2439737423,NULL
Raj Reddy,1994,10,2518838328,NULL
Robin Milner,1991,10,2087817183,NULL
